UserID,ItemID,Rating,Value,Rooms,Location,Cleanliness,FrontDesk,Service,BusinessService
25823,25217,4,4,5,5,5,4,5,4
25823,26217,2,2,3,5,4,3,3,4
25823,17281,4,4,3,3,3,2,2,4
25823,1143,4,4,5,5,5,5,5,4
25823,26224,1,1,2,1,3,1,1,2
25823,26192,3,3,3,3,3,4,3,3
25823,26194,2,2,2,2,2,1,2,2
25823,26222,4,4,4,5,5,5,4,5
25823,25888,3,4,4,3,4,4,4,4
25823,19019,5,3,5,4,5,5,5,4
25823,26204,5,3,5,5,5,4,5,5
25823,18942,4,4,5,4,4,4,4,4
25823,1146,3,2,2,5,4,4,4,4
25823,18938,5,5,5,5,5,5,5,5
25823,9770,4,4,5,3,5,4,5,5
25823,26201,3,3,3,5,4,4,4,4
25823,26203,4,4,3,5,4,4,4,4
25823,26214,1,1,3,3,2,2,3,2
25823,8880,4,4,5,5,4,4,5,3
25823,12861,5,5,5,5,5,4,5,4
25823,18947,4,4,5,5,5,5,5,5
25823,26195,5,5,3,4,5,4,5,2
25823,20654,4,4,5,3,5,4,4,4
25823,9342,1,2,1,1,1,1,1,2
25823,26198,2,3,2,3,3,3,3,2
34187,1679,5,5,5,5,5,5,5,4
34187,9640,4,3,3,4,3,4,3,0
34187,44794,3,3,5,3,2,2,2,4
34187,6732,4,4,5,5,5,4,4,4
34187,4170,4,3,4,4,4,2,3,0
34187,2200,5,3,2,4,5,4,4,3
34187,28900,3,3,3,3,4,3,3,0
34187,38274,4,4,3,4,4,4,3,0
34187,5365,3,3,2,5,2,1,2,0
34187,44813,2,3,4,4,4,5,5,0
34187,36609,3,5,5,5,5,5,5,5
34187,9430,3,3,1,3,3,3,2,3
34187,26188,4,4,3,4,4,3,4,3
34187,17693,5,5,5,5,5,5,5,5
34187,9934,3,2,5,5,4,4,5,2
34187,9324,5,5,5,5,5,5,5,4
34187,23702,5,5,5,4,5,5,5,5
34187,2009,3,3,3,4,4,1,2,4
34187,9404,4,4,4,4,4,4,4,0
34187,10917,5,3,3,5,4,3,4,4
34187,4239,5,4,4,5,4,4,4,0
34187,935,4,4,3,5,3,2,3,1
34187,2439,3,3,3,3,3,3,3,3
34187,10889,5,5,5,5,5,5,5,4
34187,4049,3,3,4,3,3,2,2,4
25838,12397,5,4,5,4,5,5,5,5
25838,4818,4,3,4,4,5,5,4,3
25838,4462,4,3,4,5,5,4,5,5
25838,9094,5,5,5,5,5,5,5,5
25838,13259,5,5,5,5,5,5,5,5
25838,9601,3,3,3,4,4,5,4,2
25838,3976,4,5,5,5,5,5,5,4
25838,26329,4,4,3,5,5,5,4,0
25838,26331,4,5,5,5,5,5,5,5
25838,26322,3,1,2,2,4,1,1,3
25838,11112,4,5,5,4,5,5,4,0
25838,14132,4,5,4,4,5,5,5,3
25838,26339,3,4,3,3,5,5,5,1
25838,22469,3,4,5,5,5,5,5,3
25838,26337,4,3,4,5,4,4,3,0
25816,25321,4,4,4,3,4,4,4,0
25816,26138,4,4,4,4,4,4,4,0
25816,12839,4,4,4,4,4,4,4,0
25816,26124,3,3,4,4,4,3,4,0
25816,26127,4,5,5,5,4,5,4,0
25816,1015,5,5,5,5,5,5,5,0
25816,26135,5,5,4,4,4,4,4,0
25816,1057,4,3,3,5,4,3,3,0
25816,1033,4,5,4,4,4,4,4,0
25816,23140,4,5,4,4,4,4,4,0
25816,1002,5,5,5,5,5,5,5,0
25816,26122,2,2,3,4,2,4,3,0
25816,10968,3,3,4,4,2,1,2,0
25816,26125,4,4,3,3,4,4,4,0
25816,26117,4,4,4,4,5,4,4,0
25816,1035,5,5,5,5,5,5,5,0
25816,26115,4,4,4,4,4,4,4,0
25812,8882,5,5,5,5,5,5,5,5
25812,8325,4,4,4,3,5,5,5,5
25812,26061,4,4,4,5,4,5,5,5
25812,13258,4,4,4,4,4,3,4,3
25812,6897,3,3,4,5,4,4,2,3
25812,5663,5,5,5,4,5,3,5,4
25812,26077,5,5,5,3,5,5,5,5
25812,26075,4,4,3,5,3,4,4,4
25812,26056,4,4,4,3,4,3,4,3
25812,26067,5,4,4,4,4,5,5,5
25812,26074,2,2,3,4,2,4,2,0
25812,4120,5,5,4,3,4,4,4,4
25812,3787,3,3,3,3,3,3,3,1
25812,3404,5,2,2,4,2,1,1,0
25812,19033,5,5,5,5,4,5,5,5
25812,26058,4,4,4,3,5,3,4,2
25812,26063,3,2,2,5,3,4,3,1
25812,26072,3,2,2,3,3,4,4,1
25812,22139,3,3,3,5,3,3,3,3
25812,26065,3,4,4,4,4,3,4,3
25812,26078,2,2,2,1,2,2,2,0
25812,6768,2,2,3,3,3,3,3,3
25812,5167,5,5,5,5,5,5,5,5
25812,11114,3,3,4,3,5,3,4,5
25812,26060,4,5,5,4,5,5,5,5
46581,1941,4,4,4,5,4,5,4,3
46581,4618,3,3,3,3,2,4,3,3
46581,12265,5,5,5,4,5,5,5,4
46581,25027,4,4,4,3,5,5,4,3
46581,6563,5,5,5,4,5,5,5,4
46581,9030,3,3,3,5,4,5,4,0
46581,25015,5,5,5,5,5,5,5,4
46581,25026,5,5,4,3,5,5,4,3
46581,2875,5,4,5,5,5,5,5,3
46581,46791,5,4,4,4,5,5,5,3
46581,25005,5,5,5,4,5,5,4,3
46581,17455,4,4,4,3,4,4,4,3
46581,25013,5,5,5,5,5,4,4,3
46581,25009,3,4,4,2,4,4,3,3
46581,25014,5,5,5,5,5,5,5,4
46581,25019,2,2,4,4,4,3,3,3
46581,25018,5,5,4,4,5,5,4,3
34130,20952,2,3,4,4,4,3,5,1
34130,20367,5,5,5,5,5,5,5,0
34130,425,5,5,5,5,5,5,5,4
34130,14542,5,5,5,5,5,5,5,0
34130,5265,5,5,4,5,5,5,5,0
34130,33331,5,5,5,5,5,5,5,0
34130,25000,3,3,4,4,4,3,3,0
34130,3025,5,5,3,5,4,5,4,4
34130,4462,4,4,4,5,5,5,5,4
34130,17588,3,3,3,4,3,4,4,3
34130,44494,5,5,5,4,5,5,5,0
34130,22044,3,3,3,5,3,4,4,0
34130,35925,4,4,4,5,5,3,3,1
34130,6063,4,5,4,5,4,5,5,5
34130,6488,5,5,5,5,5,4,5,0
34130,31855,5,4,4,5,5,5,5,5
34130,5960,5,5,5,5,5,5,5,0
37440,17018,5,5,5,5,5,3,4,5
37440,40543,4,4,3,5,5,5,3,4
37440,22108,4,4,4,4,5,5,5,0
37440,40546,4,4,3,5,4,4,4,0
37440,18421,3,3,2,5,4,3,3,0
37440,40541,4,4,5,3,4,3,3,0
37440,38455,5,5,5,3,5,5,5,0
37440,40550,4,4,5,3,5,5,5,0
37440,40553,4,4,4,4,4,5,4,0
37440,13399,5,5,4,5,5,5,4,3
37440,7937,5,5,5,5,5,5,5,0
37440,10771,5,4,5,5,5,5,5,0
37440,8218,5,5,3,4,4,5,4,0
37440,26060,2,2,2,1,3,4,5,0
37440,13105,4,4,4,5,4,4,4,0
37440,7998,3,4,3,5,5,4,5,0
37440,28514,4,4,5,5,5,5,5,0
37440,16918,5,5,5,4,5,5,5,4
37440,17965,4,4,4,5,4,4,4,4
45183,40956,5,4,4,4,5,5,5,2
45183,43708,3,3,3,4,3,3,2,1
45183,5977,3,2,3,2,5,2,3,4
45183,8164,3,3,4,4,5,3,3,2
45183,4165,5,4,5,5,5,4,4,4
45183,6137,4,4,4,5,4,4,4,3
45183,43703,5,5,5,5,4,4,4,3
45183,14250,2,3,2,3,2,3,2,2
45183,4554,3,4,3,5,3,2,3,3
45183,43722,3,3,3,5,4,3,3,3
45183,43706,4,4,4,4,4,4,4,2
45183,26297,3,3,4,3,4,3,3,3
45183,43702,2,3,2,4,1,4,3,2
45183,30550,3,4,3,4,4,4,3,0
45183,3398,5,4,5,2,5,4,4,5
45183,8977,4,4,4,4,4,4,4,1
45183,43705,4,4,4,4,3,4,3,2
45183,595,4,4,4,4,4,4,4,2
45183,11760,4,3,3,5,4,4,4,2
45183,40204,4,4,4,4,4,4,4,3
45183,18120,3,3,4,5,3,3,2,2
45183,22085,4,4,4,4,3,3,3,2
45183,43716,4,3,5,5,4,2,4,0
45183,7606,4,4,4,4,4,4,3,3
25850,16740,5,5,5,5,5,5,5,0
25850,26276,1,3,3,3,4,3,1,3
25850,14328,1,2,1,4,2,3,3,0
25850,3715,4,3,4,4,4,5,5,4
25850,812,4,3,5,4,5,2,4,5
25850,26408,4,3,3,5,4,4,3,4
25850,25599,4,4,4,4,4,3,3,0
25850,2010,5,4,5,5,5,4,4,5
25850,1891,3,4,3,3,3,4,3,0
25850,17859,4,4,5,4,5,4,4,3
25850,10712,4,5,5,5,5,5,5,5
25850,5894,2,4,4,4,5,5,4,0
25850,26417,4,3,4,4,4,4,4,3
25850,966,5,3,4,3,5,4,5,0
25850,766,2,2,3,4,2,2,1,0
25850,3560,5,4,5,3,4,5,4,4
25850,1743,3,2,2,5,4,3,3,4
25850,10205,4,4,4,5,5,5,5,4
25850,16867,3,1,2,4,2,3,3,0
25850,24425,2,3,4,3,3,2,2,1
25850,22672,5,5,5,5,5,3,5,0
25850,11817,5,5,4,5,4,5,4,0
25850,1157,3,2,4,4,4,4,3,3
25850,846,1,1,2,3,3,1,1,2
25850,2083,5,2,5,5,5,3,3,0
38555,44958,4,2,3,2,3,3,3,0
38555,9355,5,5,5,4,5,4,5,5
38555,44954,4,4,4,4,5,4,4,4
38555,3801,5,5,5,5,5,5,5,0
38555,44950,4,5,4,3,3,4,3,3
38555,41072,4,4,3,3,5,5,4,0
38555,44948,4,4,4,4,4,4,4,4
38555,898,4,4,4,4,5,5,4,5
38555,33094,4,4,4,3,5,5,4,4
38555,44952,5,5,5,4,5,5,5,5
38555,44951,3,3,3,3,4,3,3,3
38555,17265,4,4,3,3,4,4,3,3
38555,27195,5,5,5,5,5,3,5,4
38555,44956,3,3,3,5,4,5,3,3
38555,4733,5,5,4,4,5,5,5,4
38555,44953,5,4,4,4,5,5,4,3
38555,44959,3,1,1,3,1,1,1,1
38555,39566,3,3,3,3,3,4,3,3
38555,25496,4,4,4,5,5,4,4,4
38555,44949,5,5,5,4,5,5,5,4
38555,43286,4,4,3,4,4,5,4,3
38555,44955,4,5,4,5,5,4,4,4
38555,2450,4,4,3,4,4,3,3,4
38555,44947,5,5,5,5,5,4,5,0
38555,44957,5,5,5,4,5,5,5,3
34322,29922,4,4,5,3,5,5,5,4
34322,16879,3,3,3,3,2,3,2,3
34322,918,4,4,4,4,4,4,3,3
34322,9430,4,4,3,3,4,3,3,3
34322,9893,1,3,3,1,3,1,2,1
34322,726,4,4,3,4,4,4,3,3
34322,44532,3,3,4,4,4,3,4,3
34322,45508,2,2,2,1,3,2,2,3
34322,4661,2,3,2,4,3,3,3,1
34322,45516,4,4,4,2,4,5,4,4
34322,25086,3,4,3,4,4,4,4,3
34322,18290,3,2,2,4,3,4,3,2
34322,3917,4,4,3,4,4,4,4,4
34322,1061,3,3,3,1,3,3,3,3
34322,2493,3,3,4,5,4,3,3,0
34322,10559,4,4,5,4,4,4,4,3
34322,45503,3,3,4,1,4,2,3,3
34322,21709,3,2,2,4,2,3,3,3
34322,1030,3,3,3,3,4,2,3,3
34322,36061,2,2,2,3,4,2,3,3
34322,1048,4,4,4,4,4,3,3,3
34322,15963,4,4,4,4,4,3,3,4
46798,2193,3,2,5,3,5,2,3,1
46798,26002,4,3,5,3,4,3,4,3
46798,9839,4,5,5,3,5,4,4,4
46798,24457,5,5,4,4,5,4,4,3
46798,48761,4,5,4,3,4,4,4,3
46798,19359,3,2,4,5,2,2,2,3
46798,2890,5,5,5,4,4,5,4,5
46798,48756,3,3,4,5,4,2,4,0
46798,48762,5,5,5,4,5,5,3,5
46798,48760,3,2,3,2,3,4,3,1
46798,48758,5,3,5,4,5,4,4,3
46798,48750,5,5,4,3,5,5,5,4
46798,14884,4,3,4,3,5,5,4,4
46798,48766,4,3,4,5,4,5,4,3
46798,48754,3,3,5,3,5,3,3,5
46798,11988,4,5,5,3,5,5,4,5
46798,48749,4,5,4,3,5,3,3,5
46798,7779,3,4,3,3,4,3,4,3
39710,38453,5,5,5,5,5,2,5,0
39710,45077,2,2,3,1,4,4,4,3
39710,43750,5,5,4,4,4,4,4,0
39710,14066,3,3,4,4,4,3,4,3
39710,45064,3,3,4,2,4,4,4,4
39710,45074,4,4,3,3,4,4,4,3
39710,31032,2,3,2,3,3,2,2,3
39710,1804,5,5,5,3,4,2,4,3
39710,45067,3,3,3,4,2,3,3,0
39710,44693,3,3,3,2,4,4,4,4
39710,45069,3,3,3,4,3,2,2,0
39710,45066,3,3,3,3,3,3,3,3
39710,45070,2,2,1,3,1,3,2,1
39710,18064,2,2,1,3,2,3,3,1
39710,8645,5,5,5,5,5,5,5,3
39710,33672,2,2,2,1,3,3,3,0
39710,24771,3,3,3,2,3,3,3,0
39710,42002,3,3,3,4,3,3,4,0
39710,33219,5,5,5,5,5,5,4,0
39710,43182,2,2,2,3,3,3,2,3
39710,12068,4,4,4,5,5,4,4,0
39710,45063,3,3,2,3,3,3,3,3
39710,37485,5,5,5,3,5,4,5,0
39751,5735,2,2,2,4,3,3,3,0
39751,5728,4,3,4,5,4,1,2,0
39751,5739,2,2,3,3,3,2,2,2
39751,5747,4,3,3,5,4,4,4,0
39751,45284,4,3,5,5,5,5,4,0
39751,5730,3,3,3,4,4,3,3,0
39751,240,5,4,4,5,4,5,5,0
39751,2202,4,4,4,5,4,5,4,0
39751,45287,3,4,3,5,4,4,3,0
39751,5733,4,4,3,4,4,5,4,0
39751,2209,3,2,2,5,4,3,2,0
39751,5741,4,4,4,5,4,4,4,0
39751,45282,4,4,4,4,5,4,4,0
39751,6173,5,5,5,5,5,5,4,0
39751,45281,2,4,2,5,2,5,4,0
39751,18468,4,4,4,5,5,5,5,0
39751,45286,2,2,2,5,5,2,3,0
39751,5745,5,5,4,5,5,5,5,0
39751,18409,5,4,5,4,5,4,4,0
39760,14627,1,1,1,1,1,3,3,1
39760,5563,5,5,5,5,5,5,5,5
39760,12719,5,5,5,5,5,5,5,0
39760,5359,3,3,4,4,4,4,3,0
39760,10300,4,3,4,4,4,4,4,4
39760,2209,3,3,3,5,4,4,4,0
39760,22928,5,5,5,5,5,5,5,0
39760,11283,2,1,2,4,3,4,3,0
39760,28567,1,1,1,3,1,1,1,0
39760,16266,3,3,3,4,2,4,4,3
39760,8968,4,5,5,4,5,5,5,0
39760,3412,4,3,3,4,2,3,3,0
39760,35815,5,5,5,5,5,5,5,0
39760,5209,5,5,5,5,5,5,5,5
39760,6623,5,5,5,5,5,5,5,0
39760,10192,2,2,2,2,2,3,2,0
39781,7891,3,3,3,3,3,3,3,3
39781,31007,3,3,3,2,3,4,3,4
39781,45478,4,4,4,3,5,4,3,4
39781,20528,5,5,5,5,4,4,4,4
39781,6266,5,5,5,5,5,5,5,4
39781,42847,3,3,4,1,3,4,3,3
39781,45486,3,3,4,3,3,4,3,3
39781,43417,3,3,3,2,3,2,3,3
39781,29786,1,1,1,3,1,1,1,1
39781,45463,5,5,5,5,5,5,5,5
39781,2209,5,5,5,5,5,5,5,5
39781,32151,5,5,5,5,5,5,4,4
39781,45461,3,3,3,2,3,4,3,3
39781,673,5,5,5,5,5,5,5,5
39781,24162,3,3,3,3,3,4,3,3
39781,38634,3,3,3,3,3,3,3,3
35871,18971,5,5,5,5,5,5,5,0
35871,28786,5,5,5,4,5,5,5,5
35871,25892,2,2,3,4,4,4,4,4
35871,26313,5,5,4,4,5,5,5,0
35871,32671,3,3,2,4,3,4,4,0
35871,17351,2,2,2,2,3,3,3,0
35871,32657,3,5,5,5,5,5,5,5
35871,5359,5,5,5,4,5,5,5,0
35871,14276,5,4,3,4,5,3,5,3
35871,3309,4,3,4,4,4,4,4,0
35871,7246,4,4,5,5,5,5,4,0
35871,9799,5,5,5,4,5,5,5,0
35871,16529,4,4,4,4,4,4,4,4
35871,20103,5,4,5,5,5,5,5,0
35871,32669,4,4,4,4,4,4,4,0
38647,6129,4,4,3,3,3,4,4,4
38647,45157,5,5,5,5,5,5,5,5
38647,45158,3,3,3,3,4,2,1,2
38647,37349,5,5,5,3,5,5,5,5
38647,18774,4,5,5,5,5,4,5,4
38647,6010,4,4,5,5,5,4,4,4
38647,21580,4,4,4,5,4,4,3,3
38647,20043,3,3,3,4,2,2,2,3
38647,4349,2,2,1,3,1,2,2,1
38647,45156,4,3,4,3,4,4,4,4
38647,5962,5,5,5,3,5,5,5,3
38647,13456,5,5,5,5,5,5,5,3
38647,45155,1,1,1,3,2,1,1,0
38647,45159,5,5,5,4,5,4,4,4
38647,24304,3,3,3,4,5,4,4,0
38647,10242,4,4,4,4,4,4,4,3
38647,9996,4,4,4,3,5,3,4,4
38647,13276,3,3,2,2,2,3,2,3
38647,22968,5,5,5,3,5,5,4,4
38647,11397,4,5,4,5,4,5,5,3
38647,11076,5,5,5,5,5,5,5,5
38647,27244,3,3,4,4,4,3,3,2
38642,1782,4,4,4,4,4,3,4,0
38642,45152,3,2,2,3,2,2,2,0
38642,6349,5,5,5,5,5,5,4,3
38642,29493,2,2,1,1,3,3,3,0
38642,26651,5,5,3,5,3,3,3,0
38642,45153,4,4,5,5,5,4,5,0
38642,26344,4,3,4,4,4,4,4,0
38642,9824,4,5,4,4,4,5,4,0
